Book_Title,Author_Name,Author_Url,Description,Rating,Rating_Counts,Reviews_Counts,Num_Pages,Book_Format,Time_publish,Publisher,ISBN,Language,Genres,Book_Url,Book_ID
The Three Musketeers,Alexandre Dumas,https://www.goodreads.com/author/show/4785.Alexandre_Dumas,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining.",4.07,277061.0,6913.0,625.0,Paperback,February 13th 2001,Modern Library,,English,"{""Classics"": 330.0, ""Fiction"": 3412.0, ""Historical"": 632.0, ""Adventure"": 1262.0, ""Cultural"": 676.0, ""Literature"": 641.0, ""European Literature"": 386.0, ""Novels"": 295.0}",https://www.goodreads.com/book/show/7190.The_Three_Musketeers,2094
The World According to Garp,John Irving,https://www.goodreads.com/author/show/3075.John_Irving,"This is the life and times of T. S. Garp, the bastard son of Jenny Fields—a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremes—even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countries—with more than ten million copies in print—this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""",4.09,206185.0,5554.0,610.0,Hardcover,April 1st 1999,Ballantine Books,0345915593,English,"{""Fiction"": 3522.0, ""Classics"": 711.0, ""Contemporary"": 304.0, ""Literature"": 167.0, ""Novels"": 253.0, ""Literary Fiction"": 200.0, ""Humor"": 174.0, ""Adult Fiction"": 110.0, ""Drama"": 82.0}",https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,2095
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,https://www.goodreads.com/author/show/5571.Lynne_Truss,"In Eats, Shoots &amp; Leaves, former editor Lynne Truss, gravely concerned about our current grammatical state, boldly defends proper punctuation. She proclaims, in her delightfully urbane, witty, and very English way, that it is time to look at our commas and semicolons and see them as the wonderful and necessary things they are. Using examples from literature, history, neighborhood signage, and her own imagination, Truss shows how meaning is shaped by commas and apostrophes, and the hilarious consequences of punctuation gone awry.Featuring a foreword by Frank McCourt, and interspersed with a lively history of punctuation from the invention of the question mark in the time of Charlemagne to George Orwell shunning the semicolon, Eats, Shoots &amp; Leaves makes a powerful case for the preservation of proper punctuation.",3.86,99607.0,4902.0,209.0,Paperback,April 2006,The Penguin Group,1592402038,English,"{""Nonfiction"": 3568.0, ""Language"": 1182.0, ""Humanities"": 153.0, ""Reference"": 563.0, ""Humor"": 534.0, ""Education"": 129.0, ""Adult"": 66.0, ""European Literature"": 60.0, ""Self Help"": 53.0}",https://www.goodreads.com/book/show/8600.Eats_Shoots_Leaves,2096
The One Minute Manager,Kenneth H. Blanchard,https://www.goodreads.com/author/show/4112157.Kenneth_H_Blanchard,"For more than twenty years, millions of managers in Fortune 500 companies and small businesses nationwide have followed The One Minute Manager's techniques, thus increasing their productivity, job satisfaction, and personal prosperity. These very real results were achieved through learning the management techniques that spell profitability for the organization and its employees.The One Minute Manager is a concise, easily read story that reveals three very practical secrets: One Minute Goals, One Minute Praisings, and One Minute Reprimands. The audio also presents several studies in medicine and the behavioral sciences that clearly explain why these apparently simple methods work so well with so many people. By the audio's end you will know how to apply them to your own situation and enjoy the benefits.",3.92,103482.0,1714.0,111.0,Hardcover,October 7th 2003,William Morrow & Company,0688014291,English,"{""Business"": 20.0, ""Nonfiction"": 413.0, ""Leadership"": 403.0, ""Self Help"": 79.0, ""Buisness"": 51.0, ""Psychology"": 48.0, ""Productivity"": 45.0}",https://www.goodreads.com/book/show/763362.The_One_Minute_Manager,2097
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,https://www.goodreads.com/author/show/66037.Eliyahu_M_Goldratt,"Written in a fast-paced thriller style, The Goal is the gripping novel which is transforming management thinking throughout the Western world.Alex Rogo is a harried plant manager working ever more desperately to try and improve performance. His factory is rapidly heading for disaster. So is his marriage. He has ninety days to save his plant—or it will be closed by corporate HQ, with hundreds of job losses. It takes a chance meeting with a colleague from student days—Jonah—to help him break out of conventional ways of thinking to see what needs to be done.The story of Alex's fight to save his plant is more than compulsive reading. It contains a serious message for all managers in industry and explains the ideas which underline the Theory of Constraints (TOC) developed by Eli Goldratt.",4.06,59303.0,2364.0,384.0,Paperback,2004,North River Press,0884271781,English,"{""Business"": 33.0, ""Nonfiction"": 374.0, ""Leadership"": 187.0, ""Self Help"": 51.0, ""Buisness"": 74.0, ""Productivity"": 58.0, ""Economics"": 28.0}",https://www.goodreads.com/book/show/113934.The_Goal,2098
Empty Bottles Full of Stories,R.H. Sin,https://www.goodreads.com/author/show/15080768.R_H_Sin,"A joint poetry collection from the virally popular and bestselling poets r.h. Sin and Robert M. Drake. What are you hiding behind your smile? If those empty bottles that line the walls of your room could speak, what tales would they spill? So much of your truth is buried beneath the lies you tell yourself. There’s a need to scream to the moon; there’s this urge to go out into the darkness of the night to purge. There are so many stories living inside your soul, you just want the opportunity to tell them. And when you can’t find the will to express what lives within your heart, these words will give you peace. These words will set you free.",3.77,2460.0,249.0,240.0,Paperback,February 5th 2019,Andrews McMeel Publishing,1449496474,English,"{""Poetry"": 429.0, ""Nonfiction"": 7.0, ""Adult"": 3.0, ""Contemporary"": 2.0}",https://www.goodreads.com/book/show/40680971-empty-bottles-full-of-stories,2099
The Crucible,Arthur  Miller,https://www.goodreads.com/author/show/8120.Arthur_Miller,"""I believe that the reader will discover here the essential nature of one of the strangest and most awful chapters in human history,"" Arthur Miller wrote of his classic play about the witch-hunts and trials in seventeenth-century Salem, Massachusetts. Based on historical people and real events, Miller's drama is a searing portrait of a community engulfed by hysteria. In the rigid theocracy of Salem, rumors that women are practicing witchcraft galvanize the town's most basic fears and suspicions; and when a young girl accuses Elizabeth Proctor of being a witch, self-righteous church leaders and townspeople insist that Elizabeth be brought to trial. The ruthlessness of the prosecutors and the eagerness of neighbor to testify against neighbor brilliantly illuminates the destructive power of socially sanctioned violence.Written in 1953, The Crucible is a mirror Miller uses to reflect the anti-communist hysteria inspired by Senator Joseph McCarthy's ""witch-hunts"" in the United States. Within the text itself, Miller contemplates the parallels, writing, ""Political opposition... is given an inhumane overlay, which then justifies the abrogation of all normally applied customs of civilized behavior. A political policy is equated with moral right, and opposition to it with diabolical malevolence.""WIth an introduction by Christopher Bigsby.(back cover)",3.59,327669.0,7804.0,143.0,Paperback,March 25th 2003,Penguin Books,0142437336,English,"{""Classics"": 8343.0, ""Plays"": 4966.0, ""Fiction"": 2581.0, ""Historical"": 658.0, ""Drama"": 1466.0, ""Academic"": 716.0, ""Young Adult"": 590.0, ""Literature"": 540.0}",https://www.goodreads.com/book/show/17250.The_Crucible,2100
Cash,Johnny Cash,https://www.goodreads.com/author/show/20062.Johnny_Cash,"He was the ""Man in Black,"" a country music legend, and the quintessential American troubadour. He was an icon of rugged individualism who had been to hell and back, telling the tale as never before. In his unforgettable autobiography, Johnny Cash tells the truth about the highs and lows, the struggles and hard-won triumphs, and the people who shaped him.In his own words, Cash set the record straight -- and dispelled a few myths -- as he looked unsparingly at his remarkable life: from the joys of his boyhood in Dyess, Arkansas to superstardom in Nashville, Tennessee, the road of Cash's life has been anything but smooth. Cash writes of the thrill of playing with Elvis, the comfort of praying with Billy Graham; of his battles with addiction and of the devotion of his wife, June; of his gratitude for life, and of his thoughts on what the afterlife may bring. Here, too, are the friends of a lifetime, including Willie Nelson, Roy Orbison, Bob Dylan, and Kris Kristofferson. As powerful and memorable as one of his classic songs, Cash is filled with the candor, wit, and wisdom of a man who truly ""walked the line.""",4.01,20961.0,719.0,310.0,Paperback,October 7th 2003,HarperOne,0060727535,English,"{""Music"": 7.0, ""Biography"": 6.0, ""Nonfiction"": 294.0, ""Autobiography"": 89.0, ""Biography Memoir"": 55.0, ""History"": 13.0, ""Culture"": 8.0}",https://www.goodreads.com/book/show/35488.Cash,2101
Do Androids Dream of Electric Sheep?,Philip K. Dick,https://www.goodreads.com/author/show/4764.Philip_K_Dick,"It was January 2021, and Rick Deckard had a license to kill.Somewhere among the hordes of humans out there, lurked several rogue androids. Deckard's assignment--find them and then...""retire"" them. Trouble was, the androids all looked exactly like humans, and they didn't want to be found!",4.08,353733.0,13411.0,244.0,Paperback,June 1996,Del Rey / Ballantine Books,0345404475,English,"{""Science Fiction"": 726.0, ""Fiction"": 4252.0, ""Classics"": 1894.0, ""Science Fiction Fantasy"": 664.0, ""Fantasy"": 449.0, ""Novels"": 385.0, ""Literature"": 245.0, ""Speculative Fiction"": 240.0}",https://www.goodreads.com/book/show/7082.Do_Androids_Dream_of_Electric_Sheep_,2102
A Wrinkle in Time,Madeleine L'Engle,https://www.goodreads.com/author/show/106.Madeleine_L_Engle,"It was a dark and stormy night.Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet.",3.99,1064348.0,34219.0,211.0,Paperback,April 1973,Yearling Books,0440498058,English,"{""Fantasy"": 12697.0, ""Fiction"": 6464.0, ""Classics"": 6069.0, ""Young Adult"": 6047.0, ""Science Fiction"": 957.0, ""Childrens"": 1690.0, ""Adventure"": 905.0, ""Science Fiction Fantasy"": 832.0}",https://www.goodreads.com/book/show/18131.A_Wrinkle_in_Time,2103
The Long Hard Road Out of Hell,Marilyn Manson,https://www.goodreads.com/author/show/14280.Marilyn_Manson,"The 150,000-copy national bestselling autobiography of Marilyn Manson, America's most controversial celebrity icon, is offered with a bonus chapter not included in the hardcover. ""By turns moving, funny, appalling, disturbing. . . . There has never been anything like it"".--""Rolling Stone"". 80 b&amp;w photos. 16-page color insert.In his twenty-nine years, rock idol Manson has experienced more than most people have (or would want to) in a lifetime. Now, in his shocking and candid memoir, he takes readers from backstage to gaol cells, from recording studios to emergency rooms, from the pit of despair to the top of the charts, and recounts his metamorphosis from a frightened Christian schoolboy into the most feared and revered music superstar in the country.",3.85,27253.0,1308.0,275.0,Paperback,March 3rd 1999,It Books,0060987464,English,"{""Nonfiction"": 432.0, ""Music"": 9.0, ""Biography"": 104.0, ""Autobiography"": 128.0, ""Biography Memoir"": 37.0, ""Adult"": 9.0, ""Literature"": 8.0, ""Audiobook"": 7.0}",https://www.goodreads.com/book/show/37847.The_Long_Hard_Road_Out_of_Hell,2104
Waiting for Godot,Samuel Beckett,https://www.goodreads.com/author/show/1433597.Samuel_Beckett,"The story revolves around two seemingly homeless men simply waiting for someone—or something—named Godot. Vladimir and Estragon wait near a tree, inhabiting a drama spun of their own consciousness. The result is a comical wordplay of poetry, dreamscapes, and nonsense, which has been interpreted as mankind’s inexhaustible search for meaning. Beckett’s language pioneered an expressionistic minimalism that captured the existential post-World War II Europe. His play remains one of the most magical and beautiful allegories of our time.",3.83,163271.0,5715.0,109.0,Paperback,2011,Grove,,English,"{""Plays"": 701.0, ""Classics"": 2968.0, ""Drama"": 1631.0, ""Fiction"": 1619.0, ""Literature"": 490.0, ""Philosophy"": 397.0, ""Academic"": 325.0, ""European Literature"": 296.0, ""Cultural"": 259.0}",https://www.goodreads.com/book/show/17716.Waiting_for_Godot,2105
People of the Book,Geraldine Brooks,https://www.goodreads.com/author/show/211268.Geraldine_Brooks,"From the Pulitzer Prize–winning author of March, the journey of a rare illuminated manuscript through centuries of exile and warIn 1996, Hanna Heath, an Australian rare-book expert, is offered the job of a lifetime: analysis and conservation of the famed Sarajevo Haggadah, which has been rescued from Serb shelling during the Bosnian war. Priceless and beautiful, the book is one of the earliest Jewish volumes ever to be illuminated with images. When Hanna, a caustic loner with a passion for her work, discovers a series of tiny artifacts in its ancient binding—an insect wing fragment, wine stains, salt crystals, a white hair—she begins to unlock the book’s mysteries. The reader is ushered into an exquisitely detailed and atmospheric past, tracing the book’s journey from its salvation back to its creation. In Bosnia during World War II, a Muslim risks his life to protect it from the Nazis. In the hedonistic salons of fin-de-siècle Vienna, the book becomes a pawn in the struggle against the city’s rising anti-Semitism. In inquisition-era Venice, a Catholic priest saves it from burning. In Barcelona in 1492, the scribe who wrote the text sees his family destroyed by the agonies of enforced exile. And in Seville in 1480, the reason for the Haggadah’s extraordinary illuminations is finally disclosed. Hanna’s investigation unexpectedly plunges her into the intrigues of fine art forgers and ultra-nationalist fanatics. Her experiences will test her belief in herself and the man she has come to love. Inspired by a true story, People of the Book is at once a novel of sweeping historical grandeur and intimate emotional intensity, an ambitious, electrifying work by an acclaimed and beloved author.",4.02,125781.0,11518.0,372.0,Hardcover,October 1st 2008,Viking Books,067001821X,English,"{""Historical"": 439.0, ""Fiction"": 2305.0, ""Writing"": 433.0, ""Mystery"": 318.0, ""Book Club"": 225.0, ""Literature"": 179.0, ""Religion"": 177.0, ""Adult Fiction"": 172.0, ""Audiobook"": 171.0}",https://www.goodreads.com/book/show/1379961.People_of_the_Book,2106
A Moveable Feast,Ernest Hemingway,https://www.goodreads.com/author/show/1455.Ernest_Hemingway,"Hemingway's memories of his life as an unknown writer living in Paris in the twenties are deeply personal, warmly affectionate, and full of wit. Looking back not only at his own much younger self, but also at the other writers who shared Paris with him - James Joyce, Wyndham Lewis, Scott and Zelda Fitzgerald - he recalls the time when, poor, happy, and writing in cafes, he discovered his vocation. Written during the last years of Hemingway's life, his memoir is a lively and powerful reflection of his genius that scintillates with the romance of the city.",4.03,120435.0,8238.0,192.0,Paperback,September 6th 2012,Vintage,,English,"{""Classics"": 2225.0, ""Nonfiction"": 1306.0, ""Autobiography"": 989.0, ""Biography"": 165.0, ""Cultural"": 369.0, ""Travel"": 352.0, ""Literature"": 206.0, ""Biography Memoir"": 158.0}",https://www.goodreads.com/book/show/4631.A_Moveable_Feast,2107
Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,https://www.goodreads.com/author/show/7025.Gregory_Maguire,"When Dorothy triumphed over the Wicked Witch of the West in L. Frank Baum's classic tale we heard only her side of the story. But what about her arch-nemesis, the mysterious Witch? Where did she come from? How did she become so wicked? And what is the true nature of evil?Gregory Maguire creates a fantasy world so rich and vivid that we will never look at Oz the same way again. Wicked is about a land where animals talk and strive to be treated like first-class citizens, Munchkinlanders seek the comfort of middle-class stability, and the Tin Man becomes a victim of domestic violence. And then there is the little green-skinned girl named Elphaba, who will grow up to become the infamous Wicked Witch of the West, a smart, prickly, and misunderstood creature who challenges all our preconceived notions about the nature of good and evil.An astonishingly rich re-creation of the land of Oz, this book retells the story of Elphaba, the Wicked Witch of the West, who wasn't so wicked after all. Taking readers past the yellow brick road and into a phantasmagoric world rich with imagination and allegory, Gregory Maguire just might change the reputation of one of the most sinister characters in literature.",3.54,577620.0,24612.0,406.0,Paperback,2000,William Morrow Paperbacks,0060987103,English,"{""Fantasy"": 351.0, ""Fiction"": 5524.0, ""Adult"": 543.0, ""Retellings"": 447.0, ""Science Fiction Fantasy"": 445.0, ""Adult Fiction"": 419.0, ""Paranormal"": 359.0, ""Classics"": 269.0}",https://www.goodreads.com/book/show/37442.Wicked,2108
Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,https://www.goodreads.com/author/show/5117.Art_Spiegelman,"The first installment of the Pulitzer Prize-winning graphic novel acclaimed as “the most affecting and successful narrative ever done about the Holocaust” (Wall Street Journal) and “the first masterpiece in comic book history” (The New Yorker).A brutally moving work of art—widely hailed as the greatest graphic novel ever written—Maus recounts the chilling experiences of the author’s father during the Holocaust, with Jews drawn as wide-eyed mice and Nazis as menacing cats.Maus is a haunting tale within a tale, weaving the author’s account of his tortured relationship with his aging father into an astonishing retelling of one of history's most unspeakable tragedies. It is an unforgettable story of survival and a disarming look at the legacy of trauma.",4.34,255318.0,6234.0,159.0,Hardcover,November 1st 1991,Pantheon Books,0394541553,English,"{""Sequential Art"": 2019.0, ""History"": 1529.0, ""Nonfiction"": 1441.0, ""Autobiography"": 742.0, ""World War II"": 669.0, ""Biography"": 615.0, ""Historical"": 490.0, ""War"": 464.0, ""Graphic Novels Comics"": 352.0}",https://www.goodreads.com/book/show/15196.Maus_I,2109
White Oleander,Janet Fitch,https://www.goodreads.com/author/show/3540.Janet_Fitch,"Everywhere hailed as a novel of rare beauty and power, White Oleander tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes--each its own universe, with its own laws, its own dangers, its own hard lessons to be learned--becomes a redeeming and surprising journey of self-discovery.",3.97,323427.0,7383.0,446.0,Paperback,September 1st 2001,"Little, Brown and Company",0316182540,English,"{""Fiction"": 3282.0, ""Contemporary"": 637.0, ""Drama"": 275.0, ""Adult Fiction"": 249.0, ""Young Adult"": 135.0, ""Adult"": 216.0, ""Novels"": 217.0, ""Womens Fiction"": 204.0, ""Literary Fiction"": 155.0}",https://www.goodreads.com/book/show/32234.White_Oleander,2110
Wonder,R.J. Palacio,https://www.goodreads.com/author/show/4859212.R_J_Palacio,"I won’t describe what I look like. Whatever you’re thinking, it’s probably worse. August Pullman was born with a facial difference that, up until now, has prevented him from going to a mainstream school. Starting 5th grade at Beecher Prep, he wants nothing more than to be treated as an ordinary kid—but his new classmates can’t get past Auggie’s extraordinary face. Wonder, begins from Auggie’s point of view, but soon switches to include his classmates, his sister, her boyfriend, and others.",4.43,755767.0,66740.0,315.0,Hardcover,February 14th 2012,Alfred A. Knopf,,English,"{""Young Adult"": 355.0, ""Fiction"": 3742.0, ""Childrens"": 346.0, ""Contemporary"": 2124.0, ""Realistic Fiction"": 2001.0, ""Academic"": 497.0, ""Family"": 399.0}",https://www.goodreads.com/book/show/11387515-wonder,2111
Ghost World,Daniel Clowes,https://www.goodreads.com/author/show/5129.Daniel_Clowes,"Ghost World has become a cultural and generational touchstone, and continues to enthrall and inspire readers over a decade after its original release as a graphic novel. Originally serialized in the pages of the seminal comic book Eightball throughout the mid-1990s, this quasi-autobiographical story (the name of one of the protagonists is famously an anagram of the author's name) follows the adventures of two teenage girls, Enid and Becky, two best friends facing the prospect of growing up, and more importantly, apart. Daniel Clowes is one of the most respected cartoonists of his generation, and Ghost World is his magnum opus. Adapted into a major motion picture directed by Terry Zwigoff (director of the acclaimed documentary Crumb), which was nominated for an Academy Award for Best Adapted Screenplay. This graphic novel is a must for any self-respecting comics fan's library.",3.83,67108.0,2451.0,80.0,Paperback,April 2001,Fantagraphics,1560974273,English,"{""Sequential Art"": 98.0, ""Fiction"": 514.0, ""Graphic Novels Comics"": 271.0, ""Young Adult"": 106.0, ""Comics"": 120.0, ""Contemporary"": 75.0, ""Literature"": 48.0}",https://www.goodreads.com/book/show/62953.Ghost_World,2112
Norwegian Wood,Haruki Murakami,https://www.goodreads.com/author/show/3354.Haruki_Murakami,"Toru, a quiet and preternaturally serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. Toru begins to adapt to campus life and the loneliness and isolation he faces there, but Naoko finds the pressures and responsibilities of life unbearable. As she retreats further into her own world, Toru finds himself reaching out to others and drawn to a fiercely independent and sexually liberated young woman.A magnificent blending of the music, the mood, and the ethos that was the sixties with the story of one college student's romantic coming of age, Norwegian Wood brilliantly recaptures a young man's first, hopeless, and heroic love.",4.03,356474.0,21509.0,296.0,Paperback,September 12th 2000,Vintage Books,0375704027,English,"{""Fiction"": 5306.0, ""Cultural"": 325.0, ""Romance"": 1225.0, ""Asian Literature"": 1145.0, ""Contemporary"": 1114.0, ""Novels"": 598.0, ""Literature"": 524.0, ""Literary Fiction"": 354.0, ""Magical Realism"": 313.0}",https://www.goodreads.com/book/show/11297.Norwegian_Wood,2113
Robinson Crusoe,Daniel Defoe,https://www.goodreads.com/author/show/2007.Daniel_Defoe,"Daniel Defoe relates the tale of an English sailor marooned on a desert island for nearly three decades. An ordinary man struggling to survive in extraordinary circumstances, Robinson Crusoe wrestles with fate and the nature of God. This edition features maps.",3.68,250815.0,6791.0,320.0,Paperback,June 12th 2001,Modern Library,,English,"{""Classics"": 261.0, ""Fiction"": 3445.0, ""Adventure"": 1251.0, ""Literature"": 257.0, ""Historical"": 392.0, ""Novels"": 352.0, ""Academic"": 227.0, ""European Literature"": 225.0}",https://www.goodreads.com/book/show/2932.Robinson_Crusoe,2114
The Bell Jar,Sylvia Plath,https://www.goodreads.com/author/show/4379.Sylvia_Plath,"The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic.",4.01,601827.0,23694.0,294.0,Paperback,2006,Harper Perennial Modern Classics,,English,"{""Classics"": 11465.0, ""Fiction"": 7568.0, ""Feminism"": 1631.0, ""Health"": 1027.0, ""Psychology"": 911.0, ""Literature"": 842.0, ""Mental Health"": 827.0, ""Novels"": 715.0, ""Poetry"": 569.0, ""Adult"": 500.0}",https://www.goodreads.com/book/show/6514.The_Bell_Jar,2115
Pale Fire,Vladimir Nabokov,https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,"The American poet John Shade is dead. His last poem, 'Pale Fire', is put into a book, together with a preface, a lengthy commentary and notes by Shade's editor, Charles Kinbote. Known on campus as the 'Great Beaver', Kinbote is haughty, inquisitive, intolerant, but is he also mad, bad - and even dangerous? As his wildly eccentric annotations slide into the personal and the fantastical, Kinbote reveals perhaps more than he should be.Nabokov's darkly witty, richly inventive masterpiece is a suspenseful whodunit, a story of one-upmanship and dubious penmanship, and a glorious literary conundrum.Part of a major new series of the works of Vladimir Nabokov, author of Lolita and Pale Fire, in Penguin Classics.",4.1,44562.0,2666.0,246.0,Paperback,August 31st 2000,Penguin Books Ltd,,English,"{""Fiction"": 1594.0, ""Classics"": 956.0, ""Poetry"": 674.0, ""Cultural"": 283.0, ""Literature"": 94.0, ""Novels"": 221.0, ""Literary Fiction"": 121.0}",https://www.goodreads.com/book/show/7805.Pale_Fire,2116
"My Sister, the Serial Killer",Oyinkan Braithwaite,https://www.goodreads.com/author/show/14713014.Oyinkan_Braithwaite,"When Korede's dinner is interrupted one night by a distress call from her sister, Ayoola, she knows what's expected of her: bleach, rubber gloves, nerves of steel and a strong stomach. This'll be the third boyfriend Ayoola's dispatched in, quote, self-defence and the third mess that her lethal little sibling has left Korede to clear away. She should probably go to the police for the good of the menfolk of Nigeria, but she loves her sister and, as they say, family always comes first. Until, that is, Ayoola starts dating the doctor where Korede works as a nurse. Korede's long been in love with him, and isn't prepared to see him wind up with a knife in his back: but to save one would mean sacrificing the other...My Sister, the Serial Killer is a blackly comic novel about how blood is thicker - and more difficult to get out of the carpet - than water...",3.74,162794.0,18310.0,226.0,Hardcover,November 20th 2018,Doubleday Books,0385544235,English,"{""Fiction"": 2766.0, ""Thriller"": 498.0, ""Mystery"": 642.0, ""Contemporary"": 736.0, ""Audiobook"": 654.0, ""Cultural"": 485.0, ""Adult"": 356.0, ""Western Africa"": 259.0}",https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer,2117
The Wind-Up Bird Chronicle,Haruki Murakami,https://www.goodreads.com/author/show/3354.Haruki_Murakami,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II.In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria.Gripping, prophetic, suffused with comedy and menace, The Wind-Up Bird Chronicle is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.Three books in one volume: The Thieving Magpie, Bird as Prophet, The Birdcatcher. This translation by Jay Rubin is in collaboration with the author.",4.16,221999.0,14398.0,607.0,Paperback,1997,Knopf,0965341984,English,"{""Fiction"": 4868.0, ""Magical Realism"": 1302.0, ""Cultural"": 264.0, ""Asian Literature"": 859.0, ""Fantasy"": 837.0, ""Contemporary"": 490.0, ""Literature"": 458.0, ""Novels"": 435.0, ""Mystery"": 278.0}",https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,2118
The Heart Is a Lonely Hunter,Carson McCullers,https://www.goodreads.com/author/show/3506.Carson_McCullers,"Carson McCullers’ prodigious first novel was published to instant acclaim when she was just twenty-three. Set in a small town in the middle of the deep South, it is the story of John Singer, a lonely deaf-mute, and a disparate group of people who are drawn towards his kind, sympathetic nature. The owner of the café where Singer eats every day, a young girl desperate to grow up, an angry drunkard, a frustrated black doctor: each pours their heart out to Singer, their silent confidant, and he in turn changes their disenchanted lives in ways they could never imagine.",3.98,93602.0,6479.0,359.0,Paperback,September 8th 2000,Mariner Books,0618084746,English,"{""Fiction"": 2555.0, ""Classics"": 1858.0, ""Literature"": 206.0, ""Novels"": 236.0, ""American"": 211.0, ""Literary Fiction"": 179.0, ""Historical"": 169.0, ""Gothic"": 167.0, ""Young Adult"": 112.0}",https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,2119
The Tales of Beedle the Bard,J.K. Rowling,https://www.goodreads.com/author/show/1077326.J_K_Rowling,"The Tales of Beedle the Bard contains five richly diverse fairy tales, each with its own magical character, that will variously bring delight, laughter and the thrill of mortal peril.Additional notes for each story penned by Professor Albus Dumbledore will be enjoyed by Muggles and wizards alike, as the Professor muses on the morals illuminated by the tales, and reveals snippets of information about life at Hogwarts.A uniquely magical volume, with illustrations by the author, J. K. Rowling, that will be treasured for years to come.",4.05,416400.0,15492.0,109.0,Hardcover,December 4th 2008,Bloomsbury,0747599874,English,"{""Fantasy"": 519.0, ""Fiction"": 2906.0, ""Young Adult"": 2827.0, ""Short Stories"": 1809.0, ""Childrens"": 629.0, ""Audiobook"": 284.0, ""Science Fiction Fantasy"": 268.0}",https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,2120
Uncle Tom's Cabin,Harriet Beecher Stowe,https://www.goodreads.com/author/show/26242.Harriet_Beecher_Stowe,"The narrative drive of Stowe's classic novel is often overlooked in the heat of the controversies surrounding its anti-slavery sentiments. In fact, it is a compelling adventure story with richly drawn characters and has earned a place in both literary and American history. Stowe's puritanical religious beliefs show up in the novel's final, overarching theme—the exploration of the nature of Christianity and how Christian theology is fundamentally incompatible with slavery.",3.87,200573.0,7911.0,438.0,Paperback,August 5th 1999,Wordsworth Classics,,English,"{""Classics"": 249.0, ""Fiction"": 2815.0, ""Historical"": 346.0, ""Literature"": 197.0, ""Novels"": 261.0, ""Academic"": 185.0}",https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,2121
